name,flavors,race,positive,negative,medical,Rating,Description
Bluniverse,"Blueberry, Berry, Earthy, Vanilla",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Tingly, Creative",Dry Mouth,"Depression, Pain, Stress, Nausea, Headaches",4.7,"Bluniverse, also called Blue Universe, is a 50/50 hybrid strain bred by Dynasty Seeds. Mothered by Blue Magoo and fathered by Ms. Universe, Bluniverse inherits a complex flavor profile of blueberry, cherry, and vanilla spice. Its initial effects focus themselves cerebrally, with high-flying euphoria that tapers into pacifying relaxation over time. This hybrid may express one of three different phenotypes, one that takes after Blue Magoo, another taking after Ms. Universe, and a third that exhibits a balance of each parent’s characteristics."
Blurple,"Pepper, Tobacco, Sweet, Grape, Flowery",hybrid,"Euphoric, Happy, Energetic, Focused, Giggly, Hungry",Dry Mouth,"Depression, Insomnia, Pain, Stress, Nausea",4.3,"Blurple, also known as Blue Dream Purple, is a balanced hybrid cross between Blue Dream and Mendocino Purps. Its effects position themselves cerebrally at first, with gentle body relaxation that keeps you feeling light and free of tension. Drawing from both sides of the family, Blurple carries a sweet, dessert-like berry and grape aroma that comes to life on the inhale. This strain earns its name as bluish purple hues swirl throughout Blurple’s green buds."
Blush,"Earthy, Honey, Pepper",hybrid,"Hungry, Happy, Creative, Talkative, Relaxed","Dry Eyes, Anxious","Fatigue, Eye Pressure, Muscle Spasms",5.0,"Blush by Gastown is a balanced hybrid strain with uplifting cerebral effects and relaxing physical attributes. This strain tends to symptoms of depression by elevating the consumer’s mood with an intense, smile-inducing euphoria. This smiley head-high slowly dissolves into the body, saddling the limbs with a calming weight that allows the consumer to relax and relinquish stressful thoughts. Enjoy Blush near the end of the day to maximize its stress relieving qualities.    "
Bogart,"Citrus, Sweet, Tropical",hybrid,"Happy, Talkative, Uplifted, Sleepy, Giggly, Euphoric",,"Depression, Pain, Stress, Nausea, Fatigue",4.0,"Bogart is a rendition of OG Kush distributed by Canadian LP Tweed that delivers hefty euphoric effects suitable for consumers with a high cannabis tolerance. As you might expect from an OG Kush flower, Bogart smells earthy and woody like a pine tree, with subtle hints of sour lemon. The high THC content of Bogart makes this hybrid strain particularly useful for patients treating PTSD, nausea, pain, and stress. "
Booger,"Sweet, Earthy, Berry, Skunk, Diesel",hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Focused, Creative, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Headaches",4.7,"Booger may not have an appetizing name, but a look at this hybrid’s genetics may be all the convincing you need to give this strain a try: Strawberry Cough combines with Bubba Kush to create a balanced effect that walks the line between physical relaxation and cerebral energy. This Colorado native introduces itself with a sweet berry and sour skunk aroma while earthy, hashy flavors are detected on the exhale. With uplifting and calming effects, Booger uncoils stress and worry while encouraging a more lighthearted outlook on life (because seriously, you’re consuming a strain called “Booger”)."
Bootlegger,"Earthy, Pungent, Skunk, Sweet",hybrid,"Hungry, Euphoric, Sleepy, Giggly, Tingly, Happy",Dry Mouth,"Stress, Cramps, Headaches",0.0,"Bootlegger is a potent cross of AK-47 and Gupta Kush. The front-end parentage of AK-47 offers famous potency, but the addition of Gupta Kush improves bud growth and structure, leading to pungent, oily colas that mature in about 8 to 9 weeks. Expect a sweet, earthy aroma with effects distinct to hybrid crosses: creative, cerebral, and mood lifting, along with the functional sedation common among many OG strains. "
Bordello,"Sweet, Citrus, Earthy, Pine",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Inflammation, Muscle Spasms",4.5,"Bordello is a strain that is slightly indica-dominant in makeup, but it also provides patients with a heavy dose of sativa-like mental effects. This strain hits behind the eyes first, with some tingling and a release of pressure that may make it an effective choice for treating migraines or eye conditions such as glaucoma. The relaxation spreads throughout the body, giving powerful pain relief. While this cross of Blueberry Apocalypse and Alexis strains makes patients feel euphoric and uplifted, it definitely knocks out all mental focus, so save it for a day that’s free of pressing plans. Bordello’s flowers will be loose with some curly leaves and have a subtle fruit and herb aroma."
Brainwreck,"Earthy, Citrus, Sweet",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Creative, Focused",,"Depression, Pain, Stress, Lack of Appetite, Eye Pressure",4.7,"Brainwreck is the 50/50 hybrid cross of parent strains Trainwreck, Brain Child, and Brain. Trainwreck and Brain Child (Willy’s Wonder x Jack Herer) give this strain rich, lung-expanding notes of pine that blend well with the sweet, earthy aromas of its indica parentage. Brainwreck is exhilarating and cerebral from the onset, making it a worthwhile strain for consumers seeking to overcome fatigue. Its effects will remain mentally elevated even while the physical effects mellow and level out.  "
Bubbleberry,"Sweet, Berry, Blueberry",hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted, Focused, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Spasticity",4.4,"Bubbleberry is a treat for cannabis consumers on either side of the indica-sativa divide. Combining the sweet, floral taste and aroma of Bubble Gum with the all-star fruity skunkiness of Blueberry, this strain has depth while remaining immensely palatable. Enjoy this strain anytime, day or night, but understand that this strain’s pungent aroma will turn heads from 50 yards away. "
Bubblegun,"Pepper, Blueberry, Mint",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Focused, Aroused, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Headaches",3.8,"Bubblegun is a hybrid strain whose name plays homage to its genetics—it’s a slightly indica-dominant cross of Bubble Gum and AK-47. Good for treating insomnia and pain, this balanced hybrid starts off with uplifting effects that bring strong pain relief and sedation properties. As plants, Bubblegun shows off its indica side by staying short and flowering in 8 to 9 weeks. Flowers will be compact and give off a sugary bubble gum aroma. This strain is also popular for those looking to boost their appetite."
Bubblicious,"Sweet, Earthy, Rose, Blueberry, Berry",hybrid,"Relaxed, Hungry, Euphoric, Happy, Talkative, Giggly, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Headaches, Muscle Spasms",4.3,"Bubblicious (not to be confused with Wonka’s Bubblicious) is Nirvana Seeds’ rendition of the classic Indiana Bubble Gum. Refined in the Netherlands since the 1990s, Bubblicious captures the signature bubble gum flavor that first lent this hybrid widespread notoriety. Sometimes, Bubblicious will even take on a pink hue that further justifies the naming of this sweet-smelling hybrid. Potent and relaxing, Bubblicious offers full-body effects that soothe tension and stress even in seasoned THC veterans."
Burkle,"Earthy, Berry, Sweet, Flowery, Pungent",indica,"Relaxed, Happy, Uplifted, Tingly, Sleepy, Euphoric",Dry Eyes,"Depression, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms",4.9,"Burkle, 3rd place winner of Best Indica Flower at the 2016 Colorado Cannabis Cup, is an indica-dominant hybrid that crosses Pre-98 Bubba Kush with Granddaddy Purple (though some claim it to be Purple Urkle based on the name). The result is a powerfully relaxing indica that consumes the body with calming effects that ease away pain and induce sleep. Burkle is great for a lazy evening at home, but not so great for being productive. Its sweet flavor profile is a blend of spiced licorice aromas and an earthy peppermint aftertaste. This strain is known to produce a case of the munchies which makes it a good choice for those suffering from a lack of an appetite."
Butterscotch,"Nutty, Tar, Woody, Pine, Citrus",indica,"Relaxed, Euphoric, Creative, Focused, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Muscle Spasms",4.3,"Butterscotch is a treat of a strain that gets its name from its distinctive candy aroma. This strong indica helps patients to gain some mental peace and unwind from a stressful day. Effects tend to be sedative and sleep-inducing, so Butterscotch is a good choice for treating insomnia."
C4,"Earthy, Citrus, Lemon, Flowery, Lime",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused, Creative","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache",4.5,"An indica-leaning cross between Cotton Candy and Shiskaberry, C4 is known for its high yields and resin production that make it an excellent option for producing top-notch concentrates. The fruity aroma is highlighted by a thick, earthy tones that mixes with flavors of pine and citrus. Its deep, relaxing effects are recommended to those battling depression and anxiety, and are sure to blow you out of any funk you may find yourself in."
Cactus,"Citrus, Earthy, Pungent",indica,"Relaxed, Euphoric, Happy, Talkative, Uplifted, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Inflammation",4.6,"First bred by Jordan of the Islands, Cactus is an indica cross between Afghani and Northern Lights and is named after its vague resemblance to the pear cactus. Cactus buds are conic with knobby formations and emit an organic earthy aroma with citrus notes. This indica is an adept painkiller, providing relief to aches and sore muscles as well as spasms and anxiety. While its indica genetics prepare us for a sleepy, relaxed experience, many describe Cactus as having more uplifting, energizing effects characteristic of sativa strains. Cactus has become a popular staple among the connoisseurs of Seattle, and was among the first place winners in the 2012 High Times Cannabis Cup."
Cambodian,"Earthy, Tropical, Flowery",sativa,"Relaxed, Euphoric, Happy, Energetic, Talkative, Uplifted",,Fatigue,4.2,Cambodian refers to any strain that grows natively in this region. These indigenous vareities (also called landraces) tend to be sativa in structure and effect due to Cambodia's latitude and climate.
Candyland,"Sweet, Earthy, Pungent, Flowery",sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches",4.6,"Candyland, a gold medalist of the 2012 KushCon, is a sativa-dominant hybrid bred from Granddaddy Purple and Bay Platinum Cookies. Golden hairs weave through Candyland’s thick coat of sugar-like trichomes and highlight the compact, camouflage-colored buds. This strain grows well indoors and out, and patients turn to Candyland to relieve pain, muscle tension, and sour moods. Strong sativa genetics give Candyland uplifting and stimulating effects, making it a perfect strain for social gatherings or creative pastimes."
Canna-Tsu,"Earthy, Woody, Spicy/Herbal, Grapefruit",hybrid,"Relaxed, Happy, Talkative, Uplifted, Focused, Creative","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Inflammation, Muscle Spasms",4.5,"Canna-Tsu is a hybrid cannabis strain that combines genetics from two CBD-rich parents, Cannatonic and Sour Tsunami. Sweet earthy flavors activate on the exhale, complementing the subtle citrus aroma that radiates from Canna-Tsu’s buds. Because of its high-CBD, low-THC cannabinoid profile, Canna-Tsu delivers its mellow effects with mental clarity. Strains high in CBD like Canna-Tsu are highly demanded by patients treating pain, inflammation, anxiety, and seizures. "
Cannadential,"Earthy, Pungent, Diesel",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Energetic","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headache, Headaches, Inflammation",4.1,"Grows like Cannalope Haze, tastes like LA Confidential. This plant is the perfect mix of indica/sativa. Heavy buds and a fruity smell brought to us by those crazy geneticists from DNA Genetics. Anything crossed into the LA strain results in something special, every time."
Cannatonic,"Earthy, Pine, Citrus, Woody, Sweet",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Inflammation, Muscle Spasms",4.3,"Cannatonic is a unique hybrid strain bred by Spanish seed bank Resin Seeds specifically for its low THC content (rarely above 6%) and high CBD content (6-17%).  A cross between a female MK Ultra and a famous G13 Haze male, it produces a relatively short-lived, mellow high that is also uplifting and powerfully relaxing, thanks to the high CBD content.  As one of the premier medical strains, Cannatonic is often used to treat pain, muscle spasms, anxiety, migraines, and a wide variety of other physiological and psychological symptoms.  Most phenotypes present with a slight earthy odor and a mild, sweet, vaguely citrusy flavor. "
