,name,flavors,id,race,positive,negative,medical
144,Bhang Juicy Fruit,"Sweet, Citrus, Lemon",181,hybrid,"Relaxed, Euphoric, Creative, Uplifted",Dry Eyes,"Pain, Stress, Nausea, Headaches"
145,Bhang Kali Mist,"Berry, Pine, Skunk",183,sativa,"Hungry, Euphoric, Happy, Creative, Energetic",,
146,Bhang King's Kush,"Berry, Blueberry, Diesel",184,indica,"Relaxed, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Pain, Stress, Lack of Appetite, Muscle Spasms"
147,Bhang Lavender Kush,"Minty, Sweet, Lavender",187,indica,"Relaxed, Happy, Tingly, Sleepy, Giggly",Dry Mouth,"Depression, Pain, Stress, Cramps, Lack of Appetite"
148,Bhang Lemon Haze,"Citrus, Flowery, Lemon",189,sativa,"Happy, Energetic, Talkative, Uplifted",Dry Eyes,"Depression, Stress, Cramps, Nausea, Fatigue"
149,Bhang Lemon Skunk,Lime,190,hybrid,"Relaxed, Hungry, Creative, Uplifted",,"Depression, Stress, Cramps"
150,Bhang Mango OG,"Mango, Sweet, Berry",192,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",,"Depression, Pain, Stress, Lack of Appetite, Nausea"
151,Bhang Master Kush,"Flowery, Earthy, Pepper",193,indica,"Relaxed, Euphoric, Focused","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Inflammation"
152,Bhang Maui Waui,"Earthy, Pungent, Sweet",194,sativa,"Relaxed, Hungry, Happy, Creative, Uplifted",,"Depression, Stress, Cramps, Fatigue, Headaches"
153,Bhang Mr. Nice,Sweet,196,indica,"Relaxed, Euphoric, Happy, Tingly, Giggly",,"Depression, Pain, Stress, Inflammation, Muscle Spasms"
154,Bhang Northern Lights,"Earthy, Spicy/Herbal, Woody",198,indica,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Muscle Spasms"
155,Bhang Ogre,Lemon,200,indica,"Euphoric, Aroused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Lack of Appetite, Fatigue, Headaches"
156,Bhang Perfecto Hybrid,"Citrus, Earthy, Lemon",202,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly",,"Depression, Insomnia, Pain, Lack of Appetite, Nausea"
157,Bhang Perfecto Indica,"Citrus, Flowery, Tea",203,indica,"Relaxed, Euphoric, Happy, Uplifted, Focused",,"Depression, Stress, Fatigue"
158,Bhang Pineapple Express,"Mango, Pineapple, Butter",205,hybrid,"Relaxed, Happy, Creative, Focused, Giggly",,"Depression, Stress, Nausea, Seizures, Muscle Spasms"
159,Bhang Pineapple Kush,"Pine, Pineapple, Tropical",206,hybrid,"Euphoric, Creative, Energetic, Uplifted, Giggly",Dry Mouth,"Depression, Insomnia, Lack of Appetite, Inflammation, Muscle Spasms"
160,Bhang Purple Diesel,"Diesel, Earthy, Spicy/Herbal",211,hybrid,"Relaxed, Euphoric, Happy, Tingly, Giggly",,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
161,Bhang Purple Erkle,"Berry, Sweet, Citrus",212,indica,"Relaxed, Hungry, Euphoric, Happy, Uplifted",,"Pain, Stress, Cramps, Lack of Appetite, Fatigue"
162,Bhang Skunk #1,"Berry, Citrus, Strawberry",221,hybrid,"Hungry, Euphoric, Happy","Dry Mouth, Dry Eyes",Fatigue
163,Bhang Skywalker OG,"Pungent, Grapefruit",222,hybrid,"Relaxed, Happy, Energetic, Uplifted, Aroused",,"Depression, Stress, Nausea, Inflammation, Muscle Spasms"
164,Bhang Sour Diesel,"Citrus, Diesel, Earthy",223,sativa,"Relaxed, Euphoric, Happy, Uplifted",Dry Mouth,"Pain, Stress, Inflammation, Muscle Spasms"
165,Bhang Sour OG,"Diesel, Pungent, Skunk",224,hybrid,"Hungry, Euphoric, Happy, Uplifted, Focused",,
166,Bhang Strawberry Cough,"Sweet, Blueberry",225,sativa,"Hungry, Creative, Energetic, Focused",Dry Mouth,"Stress, Lack of Appetite"
167,Bhang Strawberry Diesel,Strawberry,226,sativa,"Euphoric, Happy, Energetic, Aroused",Dry Mouth,
168,Bhang Super Lemon Haze,"Lemon, Citrus, Sage",227,sativa,"Euphoric, Creative, Energetic, Uplifted",Dry Mouth,"Depression, Insomnia, Pain, Fatigue, Inflammation"
169,Bhang Tangie,"Citrus, Orange",232,sativa,"Happy, Uplifted, Tingly, Focused",,"Depression, Stress, Fatigue"
170,Bhang Triple Berry Goo,"Berry, Apple, Blueberry",234,indica,"Relaxed, Euphoric, Happy","Dry Mouth, Dry Eyes","Fatigue, Eye Pressure"
171,Bhang White Diesel,"Apple, Citrus, Diesel",236,hybrid,"Relaxed, Euphoric, Happy, Creative",,
172,Bhang White Widow,"Blueberry, Earthy, Lavender",237,hybrid,"Happy, Creative, Energetic, Talkative, Aroused",Anxious,
173,Bhang XJ-13,"Citrus, Flowery, Tropical",239,hybrid,"Relaxed, Energetic, Uplifted, Focused",,"Pain, Stress, Headache, Fatigue, Inflammation"
174,Bhang Yoda OG,"Citrus, Flowery, Sweet",240,indica,"Relaxed, Uplifted, Focused",,"Pain, Stress, Inflammation"
175,Bianca,"Earthy, Woody, Pine",241,hybrid,"Relaxed, Creative, Sleepy, Aroused",Dry Mouth,"Insomnia, Pain, Stress, Lack of Appetite, Muscle Spasms"
176,Biddy Early,"Sweet, Lemon, Pine",242,hybrid,"Euphoric, Creative, Energetic, Uplifted, Focused",Anxious,"Depression, Pain, Stress, Nausea, Fatigue"
177,Big Band,"Sweet, Citrus, Earthy",243,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly",Dry Mouth,"Insomnia, Pain, Stress, Fatigue, Inflammation"
178,Big Bang,"Flowery, Berry, Pungent",244,indica,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
179,Big Bud,"Earthy, Pungent, Woody",245,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Inflammation"
180,Big Buddha Cheese,"Cheese, Pungent, Earthy",246,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
181,Big Holy Nina,"Earthy, Pungent, Woody",247,hybrid,"Euphoric, Happy, Talkative, Uplifted",,"Stress, Lack of Appetite, Nausea, Fatigue"
182,Big Kush,"Citrus, Lemon, Lime",248,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Cramps, Nausea"
183,Big Mac,"Citrus, Earthy, Pungent",249,indica,"Relaxed, Creative, Aroused","Dizzy, Anxious","Depression, Insomnia, Stress"
184,Big Skunk Korean,"Flowery, Skunk",250,hybrid,"Hungry, Creative, Energetic, Talkative, Uplifted",Dry Mouth,"Depression, Lack of Appetite, Nausea, Fatigue"
185,Big Sky OG,"Chemical, Berry, Pungent",251,hybrid,"Relaxed, Creative, Uplifted, Tingly",Dry Mouth,"Depression, Pain, Stress, Headaches, Eye Pressure"
186,Big Smooth,"Blueberry, Earthy, Pine",252,hybrid,"Happy, Creative, Tingly, Giggly, Aroused",,"Depression, Insomnia, Lack of Appetite, Fatigue, Headaches"
187,Big Sur Holy Bud,"Pine, Woody, Earthy",253,sativa,"Relaxed, Happy, Creative, Uplifted, Focused",,"Depression, Stress, Nausea, Fatigue, Muscle Spasms"
188,Big White,"Flowery, Diesel, Earthy",254,indica,"Relaxed, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
189,Big Wreck,"Earthy, Pungent, Sweet",255,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Stress, Headache, Fatigue, Muscle Spasms"
190,Biker Le’Blanc,"Earthy, Sage, Spicy/Herbal",256,hybrid,"Relaxed, Euphoric, Energetic, Focused, Aroused",,Cramps
191,Bio-Diesel,"Diesel, Pungent, Earthy",257,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
192,Bio-Jesus,"Earthy, Flowery, Chemical",258,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
193,Biochem,"Spicy/Herbal, Skunk, Earthy",259,indica,"Relaxed, Hungry, Euphoric, Sleepy, Aroused",,"Depression, Insomnia, Stress, Lack of Appetite, Fatigue"
194,Birthday Cake Kush,"Sweet, Vanilla, Skunk",261,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Inflammation, Muscle Spasms"
195,Black '84,"Pungent, Earthy, Coffee",262,indica,"Relaxed, Hungry, Happy, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Cramps, Lack of Appetite"
196,Black Afghan,"Pepper, Earthy, Pungent",263,indica,"Relaxed, Hungry, Euphoric, Sleepy",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Inflammation"
197,Black Betty,"Berry, Sweet, Citrus",264,hybrid,"Euphoric, Happy, Energetic, Talkative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
198,Black Bubba,"Earthy, Flowery, Pine",265,indica,"Relaxed, Euphoric, Happy, Tingly, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Seizures"
199,Black Cherry Cheesecake,"Berry, Sweet, Cheese",266,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Pain, Cramps, Nausea, Headaches, Eye Pressure"
200,Black Cherry OG,"Sweet, Berry, Earthy",267,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
201,Black Cherry Pie,"Earthy, Lavender, Plum",268,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Insomnia, Pain, Cramps, Lack of Appetite, Nausea"
202,Black Cherry Soda,"Sweet, Berry, Earthy",269,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Headaches"
203,Black Dahlia,"Sweet, Berry, Earthy",270,hybrid,"Relaxed, Happy, Sleepy, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Inflammation"
204,Black Diamond,"Earthy, Sweet, Berry",271,indica,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
205,Black Diesel,"Diesel, Pungent, Earthy",272,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Muscle Spasms"
206,Black Domina,"Pepper, Spicy/Herbal, Woody",273,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Inflammation"
207,Black Haze,"Earthy, Pine, Flowery",274,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
208,Black Ice,"Earthy, Woody, Pine",275,indica,"Relaxed, Hungry, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
209,Black Jack,"Sweet, Pine, Earthy",276,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
210,Black Label Kush,"Woody, Berry, Citrus",277,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Inflammation"
211,Black Lime Special Reserve,"Lime, Citrus, Sweet",278,indica,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Inflammation"
212,Black Magic,Earthy,279,hybrid,"Relaxed, Euphoric, Happy, Uplifted",,"Depression, Pain, Stress, Inflammation"
213,Black Magic Kush,"Berry, Earthy, Spicy/Herbal",280,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Cramps, Lack of Appetite"
214,Black Mamba,"Sweet, Woody, Earthy",281,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Headaches"
215,Black Russian,"Citrus, Earthy, Lemon",282,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Insomnia, Stress, Lack of Appetite, Nausea, Fatigue"
216,Black Tuna,"Earthy, Woody, Pungent",283,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
217,Black Velvet,"Sweet, Pine, Flowery",284,hybrid,"Relaxed, Hungry, Happy, Sleepy, Giggly","Dry Mouth, Dry Eyes","Depression, Pain, Lack of Appetite, Nausea, Eye Pressure"
218,Black Widow,"Woody, Earthy, Sweet",285,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Headaches, Inflammation"
219,Blackberry,"Berry, Sweet, Earthy",286,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
220,Blackberry Bubble,"Berry, Blueberry, Skunk",287,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Eyes,"Depression, Pain, Stress, Inflammation, Muscle Spasms"
221,Blackberry Chem OG,"Berry, Chemical",288,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Paranoid, Anxious","Depression, Pain, Stress"
222,Blackberry Cream,"Berry, Sweet, Woody",289,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
223,Blackberry Diesel,"Diesel, Pungent, Berry",290,sativa,"Relaxed, Hungry, Happy, Talkative, Sleepy","Dry Mouth, Anxious","Depression, Stress, Lack of Appetite, Headache, Headaches, Eye Pressure"
224,Blackberry Dream,"Chemical, Grapefruit, Nutty",291,hybrid,"Relaxed, Creative, Energetic, Uplifted, Giggly","Dry Mouth, Dry Eyes","Depression, Pain, Seizures, Muscle Spasms"
225,Blackberry Hashplant,"Berry, Earthy, Nutty",293,indica,"Euphoric, Happy, Energetic, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Nausea, Headache, Fatigue"
226,Blackberry Haze,"Berry, Sweet, Lemon",294,sativa,"Relaxed, Hungry, Happy, Uplifted, Tingly","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headaches, Inflammation"
227,Blackberry Kush,"Berry, Sweet, Earthy",295,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
228,Blackberry Lime Haze,"Berry, Lime, Sweet",296,sativa,"Relaxed, Euphoric, Happy, Talkative, Uplifted",,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
229,Blackberry Pie,"Sweet, Blueberry, Berry",297,hybrid,"Relaxed, Hungry, Euphoric, Happy, Creative",,"Pain, Cramps, Nausea, Inflammation"
230,Blackberry Rhino,"Berry, Sweet, Spicy/Herbal",298,indica,"Relaxed, Hungry, Happy, Creative","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Muscle Spasms"
231,Blackberry Trainwreck,"Berry, Sweet, Pungent",299,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress, Nausea"
232,Blackberry x Blueberry,"Berry, Blueberry, Skunk",300,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",,"Depression, Stress, Lack of Appetite, Fatigue, Headaches"
233,Blackwater,"Earthy, Grape, Sweet",301,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
234,Blaze,"Blueberry, Berry, Sweet",302,sativa,"Euphoric, Creative, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Pain, Stress, Nausea, Inflammation"
235,Blissful Wizard,"Sweet, Vanilla, Earthy",303,hybrid,"Relaxed, Euphoric, Happy, Creative, Talkative",,"Depression, Insomnia, Pain, Stress, Nausea"
236,Blob OG,"Pine, Citrus, Earthy",304,hybrid,"Relaxed, Euphoric, Creative","Dry Mouth, Dry Eyes","Depression, Stress, Fatigue, Headaches, Inflammation"
237,Blockhead,"Lime, Earthy, Sweet",305,hybrid,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Headaches"
238,Bloo's Kloos,"Earthy, Flowery, Berry",306,indica,"Relaxed, Euphoric, Happy, Creative, Focused",,"Pain, Stress, Cramps, Eye Pressure, Inflammation"
239,Bloodhound,"Earthy, Chestnut, Sage",307,hybrid,"Relaxed, Hungry, Happy, Talkative, Focused",Dry Eyes,"Depression, Stress, Lack of Appetite, Fatigue, Headaches"
240,Blowfish,"Pine, Earthy, Sage",308,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Mouth,"Insomnia, Pain, Stress, Nausea, Headache, Muscle Spasms"
241,Blucifer,"Blueberry, Berry, Minty",309,sativa,"Relaxed, Happy, Creative, Uplifted, Focused",Dry Eyes,"Depression, Pain, Lack of Appetite, Nausea, Headaches"
242,Blue Afghani,"Blueberry, Woody, Pungent",310,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","Depression, Lack of Appetite, Nausea, Fatigue, Headaches"
243,Blue Alien,"Blueberry, Earthy, Pine",311,indica,"Relaxed, Hungry, Euphoric, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Fatigue, Inflammation"
244,Blue Bastard,"Berry, Pine",312,indica,"Euphoric, Happy, Creative, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
245,Blue Bayou,Sweet,313,sativa,"Hungry, Happy, Creative, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Nausea, Headache"
246,Blue Blood,"Blueberry, Earthy, Sweet",314,indica,"Relaxed, Euphoric, Happy, Creative, Sleepy",,"Depression, Pain, Stress, Inflammation, Muscle Spasms"
247,Blue Boy,"Earthy, Sweet, Pungent",315,hybrid,"Happy, Creative, Talkative, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Muscle Spasms"
248,Blue Buddha,"Blueberry, Citrus, Pungent",316,indica,"Relaxed, Happy, Creative",Dry Eyes,"Depression, Insomnia, Lack of Appetite, Headaches, Seizures"
249,Blue Champagne,"Earthy, Sweet, Pine",317,hybrid,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Cramps, Lack of Appetite"
250,Blue Cheese,"Blue Cheese, Cheese, Blueberry",318,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
251,Blue Cinex,"Blueberry, Earthy",319,hybrid,"Happy, Creative, Energetic, Uplifted, Focused",,"Depression, Pain, Stress, Fatigue, Inflammation"
252,Blue Cookies,"Blueberry, Berry, Sweet",320,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
253,Blue Crack,"Berry, Sweet, Blueberry",321,hybrid,"Relaxed, Happy, Energetic, Talkative, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
254,Blue Diamond,"Sweet, Earthy, Flowery",322,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Headaches, Eye Pressure"
255,Blue Diesel,"Blueberry, Diesel, Berry",323,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Inflammation"
256,Blue Dot,"Earthy, Pungent, Berry",324,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Pain, Stress, Nausea, Headache, Fatigue"
257,Blue Dragon,"Blueberry, Berry, Diesel",325,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Nausea, Headache"
258,Blue Dream,"Blueberry, Sweet, Berry",326,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
259,Blue Dynamite,"Earthy, Sweet, Blueberry",327,indica,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
260,Blue Frost,"Sweet, Cheese, Berry",328,hybrid,"Relaxed, Euphoric, Happy, Talkative, Uplifted","Dry Mouth, Paranoid","Depression, Insomnia, Pain, Stress, Fatigue"
261,Blue Galaxy,"Sweet, Berry, Blueberry",329,hybrid,"Relaxed, Euphoric, Happy, Uplifted",,"Depression, Pain, Stress, Headaches"
262,Blue God,"Blueberry, Sweet, Berry",330,indica,"Relaxed, Euphoric, Happy, Tingly, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Nausea, Headache"
263,Blue Goo,"Berry, Pine, Flowery",331,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
264,Blue Hash,"Blueberry, Sweet, Earthy",332,hybrid,"Relaxed, Hungry, Happy, Tingly, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
265,Blue Hawaiian,"Sweet, Blueberry, Tropical",333,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Nausea, Headache, Fatigue, Headaches"
266,Blue Haze,"Blueberry, Earthy, Sweet",334,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headaches, Inflammation"
267,Blue Heron,"Woody, Pine, Spicy/Herbal",335,hybrid,"Relaxed, Happy, Talkative, Uplifted, Giggly",,"Insomnia, Pain, Stress, Cramps, Headaches"
268,Blue Ivy,"Earthy, Pepper, Blueberry",336,hybrid,"Relaxed, Hungry, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
269,Blue Jay Way,"Sweet, Citrus, Blueberry",337,hybrid,"Relaxed, Euphoric, Uplifted, Sleepy, Focused","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Cramps, Headaches"
270,Blue Kiss,"Berry, Blueberry, Flowery",338,hybrid,"Relaxed, Euphoric, Creative, Talkative, Focused",Dizzy,"Stress, Lack of Appetite, Nausea, Headaches"
271,Blue Knight,"Sweet, Blueberry, Berry",339,indica,"Relaxed, Happy, Uplifted, Sleepy, Focused","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
272,Blue Kripple,"Earthy, Grape",340,indica,"Relaxed, Hungry, Euphoric, Sleepy","Dizzy, Dry Mouth, Paranoid","Pain, Muscle Spasms"
273,Blue Kush,"Berry, Sweet, Earthy",341,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
274,Blue Lights,"Blueberry, Sweet, Earthy",342,indica,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
